401 HIGHLAND AVE,PIEDMONT
1333 DECOTO RD,UNION CITY
34007 ALVARADO-NILES RD,UNION CITY
4216 DYER ST,UNION CITY
32083 ALVARADO-NILES RD,UNION CITY
33170 LAKE MEAD DR,FREMONT
39620 SUNDALE DR,FREMONT
40404 SUNDALE DR,FREMONT
858 WASHINGTON BLVD,FREMONT
45135 S GRIMMER BLVD,FREMONT
6247 JOAQUIN MURIETA AVE,NEWARK
38325 CEDAR BLVD,NEWARK
36111 BETTENCOURT ST,NEWARK
35753 CEDAR BLVD,NEWARK
2837 CLAREMONT BLVD,BERKELEY
6183 OCEAN VIEW DR,OAKLAND
365 45TH ST,OAKLAND
281 SANTA CLARA AVE,OAKLAND
22 STONE HARBOR,ALAMEDA
1415 BROADWAY,ALAMEDA
2513 BLANDING AVE,ALAMEDA
351 JACK LONDON AVE,ALAMEDA
6401 SAN PABLO AVE,OAKLAND
219 E 15TH ST,OAKLAND
219 E 15TH ST,OAKLAND
1247 E 12TH ST,OAKLAND
1600 FRANKLIN ST,OAKLAND
1600 FRANKLIN ST,OAKLAND
2701 22ND AVE,OAKLAND
2721 BELLAIRE PL,OAKLAND
2409 E 27TH ST,OAKLAND
2201 73RD AVE,OAKLAND
8000 BIRCH ST,OAKLAND
